,CBOM,GAZP,GMKN,PIKK,LSRG,DSKY
2015-06-01,,139.4,9303.0,186.4,612.0,
2015-06-02,,140.75,9619.0,191.7,614.0,
2015-06-03,,140.71,9704.0,186.0,601.0,
2015-06-04,,140.2,9742.0,190.0,601.0,
2015-06-05,,142.4,9986.0,189.0,600.0,
2015-06-08,,142.66,9954.0,190.5,612.0,
2015-06-09,,146.17,9701.0,186.0,619.0,
2015-06-10,,145.6,9595.0,183.5,610.0,
2015-06-11,,145.4,9655.0,178.5,614.0,
2015-06-15,,144.95,9758.0,182.5,615.0,
2015-06-16,,146.0,9695.0,187.2,615.0,
2015-06-17,,147.6,9680.0,185.0,612.0,
2015-06-18,,147.15,9579.0,177.7,610.0,
2015-06-19,,147.15,9685.0,180.0,612.0,
2015-06-22,,148.5,9670.0,184.2,605.0,
2015-06-23,,146.25,9503.0,180.0,602.0,
2015-06-24,,146.68,9450.0,183.9,601.0,
2015-06-25,,143.7,9400.0,180.0,602.0,
2015-06-26,,145.18,9575.0,180.0,602.0,
2015-06-29,,143.59,9540.0,180.0,581.0,
2015-06-30,,145.85,9500.0,180.4,572.0,
2015-07-01,3.68,145.5,9215.0,179.9,581.0,
2015-07-02,3.6455,145.8,9250.0,180.1,580.0,
2015-07-03,3.637,144.33,9263.0,182.1,580.0,
2015-07-06,3.67,143.0,9277.0,181.0,566.0,
2015-07-07,3.631,142.5,9340.0,181.8,569.0,
2015-07-08,3.649,141.5,9100.0,181.8,553.0,
2015-07-09,3.65,143.77,9101.0,180.6,565.0,
2015-07-10,3.65,143.9,9147.0,180.0,568.0,
2015-07-13,3.6545,145.27,9366.0,180.1,597.0,
2015-07-14,3.6525,146.5,9450.0,178.1,611.0,
2015-07-15,3.656,142.7,9488.0,179.8,604.0,
2015-07-16,3.676,144.2,9600.0,179.8,599.0,
2015-07-17,3.669,143.6,9536.0,180.3,590.0,
2015-07-20,3.6625,141.78,9393.0,176.2,579.0,
2015-07-21,3.677,141.41,9428.0,173.3,598.0,
2015-07-22,3.67,140.8,9320.0,171.0,608.0,
2015-07-23,3.677,138.37,9119.0,161.6,587.0,
2015-07-24,3.67,136.41,9025.0,151.2,585.0,
2015-07-27,3.6745,134.51,9022.0,148.7,555.0,
2015-07-28,3.6605,135.05,9231.0,158.4,570.0,
2015-07-29,3.655,138.7,9359.0,163.9,573.0,
2015-07-30,3.672,139.8,9365.0,167.9,593.0,
2015-07-31,3.6745,142.5,9427.0,172.8,600.0,
2015-08-03,3.6595,141.45,9514.0,168.3,595.0,
2015-08-04,3.639,141.89,9889.0,161.8,595.0,
2015-08-05,3.635,143.78,10090.0,164.8,599.0,
2015-08-06,3.63,140.88,10125.0,159.5,590.0,
2015-08-07,3.655,141.34,10112.0,165.0,586.0,
2015-08-10,3.655,141.5,10222.0,169.3,590.0,
2015-08-11,3.66,141.97,10166.0,172.0,593.0,
2015-08-12,3.68,142.99,9850.0,173.0,587.0,
2015-08-13,3.6905,143.7,9870.0,173.6,600.0,
2015-08-14,3.675,144.8,10061.0,181.5,592.0,
2015-08-17,3.691,144.25,10000.0,180.1,584.0,
2015-08-18,3.665,142.65,9810.0,183.4,583.0,
2015-08-19,3.66,140.8,9725.0,180.6,586.0,
2015-08-20,3.665,142.64,10047.0,184.9,585.0,
2015-08-21,3.65,140.29,10060.0,182.9,581.0,
2015-08-24,3.6205,135.35,10215.0,180.2,564.0,
2015-08-25,3.62,140.4,10071.0,180.0,560.0,
2015-08-26,3.625,140.51,10290.0,183.0,555.0,
2015-08-27,3.645,144.6,10371.0,188.9,569.0,
2015-08-28,3.65,146.6,10430.0,193.2,573.0,
2015-08-31,3.6455,148.19,10569.0,201.0,574.0,
2015-09-01,3.63,144.5,10329.0,204.6,576.0,
2015-09-02,3.64,142.57,10350.0,187.0,571.0,
2015-09-03,3.65,145.3,10600.0,181.0,566.0,
2015-09-04,3.652,142.8,10570.0,182.7,564.0,
2015-09-07,3.635,141.67,10716.0,186.7,560.0,
2015-09-08,3.6355,143.21,10746.0,186.5,560.0,
2015-09-09,3.66,144.22,11099.0,194.5,567.0,
2015-09-10,3.635,142.99,10931.0,198.0,572.0,
2015-09-11,3.635,142.4,10870.0,198.3,574.0,
2015-09-14,3.65,143.58,10924.0,197.7,560.0,
2015-09-15,3.68,141.95,11009.0,195.0,548.0,
2015-09-16,3.66,142.91,11119.0,198.2,550.0,
2015-09-17,3.635,142.8,11206.0,191.4,551.0,
2015-09-18,3.67,139.5,11100.0,181.0,541.0,
2015-09-21,3.66,139.45,11080.0,182.1,542.0,
2015-09-22,3.6455,136.4,10693.0,180.0,547.0,
2015-09-23,3.66,134.3,10200.0,180.3,560.0,
2015-09-24,3.66,132.2,9662.0,180.3,561.0,
2015-09-25,3.6655,133.85,9565.0,190.0,558.0,
2015-09-28,3.68,130.9,9382.0,190.0,559.0,
2015-09-29,3.69,133.2,9325.0,190.9,555.0,
2015-09-30,3.704,134.55,9500.0,191.1,569.0,
2015-10-01,3.7,132.9,9394.0,191.0,557.0,
2015-10-02,3.732,131.5,9470.0,192.6,555.0,
2015-10-05,3.7295,136.8,9450.0,201.5,567.0,
2015-10-06,3.7355,137.87,9346.0,208.8,585.0,
2015-10-07,3.715,140.0,9210.0,219.1,572.0,
2015-10-08,3.73,139.8,9149.0,220.5,570.0,
2015-10-09,3.748,143.81,9560.0,220.5,584.0,
2015-10-12,3.732,141.7,9620.0,221.0,580.0,
2015-10-13,3.748,141.8,9715.0,222.7,592.0,
2015-10-14,3.74,142.01,9700.0,221.2,598.0,
2015-10-15,3.756,142.61,9783.0,222.3,587.0,
2015-10-16,3.75,141.0,9601.0,223.4,595.0,
2015-10-19,3.755,140.27,9761.0,220.9,594.0,
2015-10-20,3.796,140.4,9658.0,221.2,607.0,
2015-10-21,3.79,139.49,9390.0,220.0,607.0,
2015-10-22,3.796,139.25,9545.0,220.4,614.0,
2015-10-23,3.796,138.94,9735.0,220.9,618.0,
2015-10-26,3.795,138.5,9700.0,220.0,606.0,
2015-10-27,3.76,138.5,9710.0,224.0,586.0,
2015-10-28,3.77,138.1,9670.0,221.5,608.0,
2015-10-29,3.73,136.11,9503.0,220.0,594.0,
2015-10-30,3.756,135.75,9487.0,222.5,619.0,
2015-11-02,3.77,137.8,9585.0,221.2,606.0,
2015-11-03,3.77,141.75,9546.0,241.0,597.0,
2015-11-05,3.77,140.97,9580.0,244.2,603.0,
2015-11-06,3.765,137.75,9513.0,240.0,615.5,
2015-11-09,3.75,136.5,9499.0,235.0,627.5,
2015-11-10,3.745,135.58,9474.0,231.9,624.0,
2015-11-11,3.74,135.0,9371.0,232.7,620.5,
2015-11-12,3.755,136.6,9475.0,232.6,625.0,
2015-11-13,3.78,136.0,9469.0,220.1,620.0,
2015-11-16,3.775,137.21,9335.0,216.9,615.5,
2015-11-17,3.81,142.75,9364.0,219.0,625.5,
2015-11-18,3.795,147.47,9640.0,216.1,630.0,
2015-11-19,3.78,147.5,9670.0,218.2,631.0,
2015-11-20,3.795,148.05,9650.0,225.1,630.5,
2015-11-23,3.775,152.0,9492.0,232.1,657.0,
2015-11-24,3.78,145.65,9344.0,225.1,655.0,
2015-11-25,3.795,143.99,9427.0,221.9,659.5,
2015-11-26,3.85,143.2,9390.0,223.8,669.5,
2015-11-27,3.91,140.65,9220.0,220.2,667.0,
2015-11-30,3.83,138.0,8920.0,217.8,673.0,
2015-12-01,3.85,137.42,9054.0,221.0,690.5,
2015-12-02,3.84,136.85,8939.0,220.0,690.0,
2015-12-03,3.805,140.0,9113.0,230.0,701.0,
2015-12-04,3.815,137.7,8851.0,222.4,695.0,
2015-12-07,3.84,134.5,8925.0,227.8,710.0,
2015-12-08,3.84,134.65,8970.0,216.5,703.0,
2015-12-09,3.835,135.81,8935.0,221.6,693.0,
2015-12-10,3.825,135.6,8925.0,221.2,691.5,
2015-12-11,3.825,133.8,8900.0,221.4,697.5,
2015-12-14,3.825,131.59,8780.0,220.0,683.5,
2015-12-15,3.84,134.4,8965.0,220.0,677.5,
2015-12-16,3.85,134.5,9108.0,220.0,667.0,
2015-12-17,3.68,137.9,9450.0,224.0,680.0,
2015-12-18,3.685,132.25,9229.0,216.1,682.0,
2015-12-21,3.67,131.5,9048.0,220.0,678.5,
2015-12-22,3.675,133.2,9220.0,220.0,667.0,
2015-12-23,3.67,135.3,9410.0,220.0,678.5,
2015-12-24,3.685,136.0,9344.0,220.0,672.0,
2015-12-25,3.75,134.48,9344.0,216.1,667.5,
2015-12-28,3.73,134.97,9350.0,220.0,668.0,
2015-12-29,3.77,137.49,9189.0,218.9,667.5,
2015-12-30,3.8,136.09,9150.0,219.0,673.0,
2016-01-04,3.93,134.91,8922.0,215.5,698.0,
2016-01-05,3.865,136.45,9085.0,213.2,717.5,
2016-01-06,3.885,135.94,8990.0,212.5,732.0,
2016-01-11,3.875,131.38,8600.0,208.9,695.5,
2016-01-12,3.82,133.54,8553.0,210.1,681.0,
2016-01-13,3.77,131.3,8614.0,211.1,684.0,
2016-01-14,3.75,130.86,8464.0,210.0,668.0,
2016-01-15,3.74,125.1,8050.0,211.6,623.0,
2016-01-18,3.74,124.6,8290.0,211.3,589.5,
2016-01-19,3.73,125.98,8540.0,210.0,615.0,
2016-01-20,3.735,125.83,8649.0,211.1,597.5,
2016-01-21,3.74,127.75,9130.0,210.1,629.0,
2016-01-22,3.74,132.4,9100.0,210.0,634.5,
2016-01-25,3.75,133.0,9050.0,210.0,624.0,
2016-01-26,3.745,131.89,8880.0,212.0,622.0,
2016-01-27,3.74,134.0,8991.0,218.6,633.0,
2016-01-28,3.745,136.5,8970.0,214.0,632.5,
2016-01-29,3.76,136.6,8850.0,210.1,624.0,
2016-02-01,3.77,133.9,8698.0,215.0,630.0,
2016-02-02,3.765,132.5,8924.0,213.8,626.5,
2016-02-03,3.77,131.01,8770.0,210.7,614.5,
2016-02-04,3.765,135.07,8999.0,218.4,604.0,
2016-02-05,3.76,134.43,9005.0,210.7,610.5,
2016-02-08,3.755,133.5,8870.0,208.6,621.0,
2016-02-09,3.74,132.7,8650.0,212.6,618.5,
2016-02-10,3.74,133.03,8510.0,211.3,610.0,
2016-02-11,3.765,130.49,8376.0,208.7,618.0,
2016-02-12,3.775,131.3,8350.0,209.9,616.0,
2016-02-15,3.78,133.43,8345.0,208.0,610.0,
2016-02-16,3.775,135.85,8486.0,206.9,611.0,
2016-02-17,3.78,137.1,8633.0,208.7,592.0,
2016-02-18,3.8,138.0,8880.0,220.9,593.5,
2016-02-19,3.805,136.9,8745.0,229.0,592.0,
2016-02-20,3.765,136.59,8720.0,236.1,596.5,
2016-02-22,3.805,139.9,8750.0,246.0,591.5,
2016-02-24,3.75,137.15,8750.0,250.0,596.0,
2016-02-25,3.78,137.97,8750.0,250.0,597.0,
2016-02-26,3.785,138.67,8935.0,247.6,588.5,
2016-02-29,3.62,141.4,9142.0,250.2,594.0,
2016-03-01,3.745,142.0,9105.0,250.0,599.5,
2016-03-02,3.78,140.14,9093.0,250.0,607.5,
2016-03-03,3.785,144.5,9190.0,250.0,638.0,
2016-03-04,3.805,146.16,9300.0,250.1,653.0,
2016-03-07,3.8,150.15,9494.0,254.9,658.0,
2016-03-09,3.84,147.43,9300.0,254.5,654.0,
2016-03-10,3.825,146.94,9281.0,250.1,653.0,
2016-03-11,3.85,144.3,9221.0,250.1,655.0,
2016-03-14,3.86,143.2,9150.0,250.4,664.5,
2016-03-15,3.87,142.54,9202.0,247.3,665.0,
2016-03-16,3.85,144.75,9119.0,251.3,677.0,
2016-03-17,3.87,147.27,9243.0,251.5,673.5,
2016-03-18,3.865,150.65,9490.0,250.0,669.5,
2016-03-21,3.87,149.9,9390.0,250.1,675.0,
2016-03-22,3.795,149.62,9440.0,250.0,676.0,
2016-03-23,3.825,146.0,9240.0,252.9,674.5,
2016-03-24,3.81,145.8,9020.0,252.3,672.0,
2016-03-25,3.82,146.04,9046.0,253.2,673.5,
2016-03-28,3.805,145.1,8995.0,249.5,675.5,
2016-03-29,3.855,144.7,8935.0,250.1,674.0,
2016-03-30,3.87,147.8,8950.0,251.5,678.5,
2016-03-31,3.88,147.75,8700.0,251.3,681.5,
2016-04-01,3.865,147.2,8460.0,251.2,684.0,
2016-04-04,3.865,146.38,8459.0,253.0,688.5,
2016-04-05,3.82,144.34,8700.0,250.2,686.0,
2016-04-06,3.84,144.2,8799.0,250.2,680.0,
2016-04-07,3.905,143.89,8688.0,253.6,685.0,
2016-04-08,3.875,145.7,8629.0,250.5,684.0,
2016-04-11,3.87,147.3,8783.0,250.0,689.0,
2016-04-12,3.87,148.9,8730.0,250.4,702.5,
2016-04-13,3.87,153.12,9121.0,250.3,711.0,
2016-04-14,3.875,150.43,9150.0,250.4,718.0,
2016-04-15,3.925,147.99,9120.0,251.2,654.5,
2016-04-18,3.9,146.3,9270.0,251.0,647.0,
2016-04-19,3.915,155.95,9241.0,250.8,640.0,
2016-04-20,3.905,161.95,9259.0,252.4,648.0,
2016-04-21,3.91,161.8,9368.0,250.3,648.5,
2016-04-22,3.91,161.2,9750.0,251.2,647.0,
2016-04-25,3.92,160.3,9631.0,250.0,639.0,
2016-04-26,3.915,163.0,9750.0,250.3,644.5,
2016-04-27,3.93,160.99,9700.0,250.0,636.5,
2016-04-28,3.905,164.75,9709.0,260.0,642.0,
2016-04-29,3.92,168.47,9409.0,250.3,649.0,
2016-05-04,3.925,162.4,9100.0,250.0,649.5,
2016-05-05,3.915,160.5,8809.0,250.0,645.5,
2016-05-06,3.93,159.27,8760.0,251.5,647.0,
2016-05-10,3.915,156.85,8815.0,251.0,643.0,
2016-05-11,3.93,159.45,8850.0,256.5,643.0,
2016-05-12,3.965,159.03,8911.0,252.5,630.5,
2016-05-13,3.98,159.85,8986.0,250.4,637.0,
2016-05-16,3.995,158.07,8930.0,251.0,638.0,
2016-05-17,3.98,153.58,8930.0,252.0,635.5,
2016-05-18,3.965,152.1,9095.0,251.9,643.0,
2016-05-19,3.97,148.33,9190.0,250.6,645.5,
2016-05-20,3.995,146.7,9120.0,253.0,646.5,
2016-05-23,3.985,144.31,9031.0,257.9,672.0,
2016-05-24,3.99,146.35,9085.0,257.2,672.5,
2016-05-25,4.0,146.55,9079.0,257.0,672.0,
2016-05-26,4.0,148.87,9152.0,250.3,700.0,
2016-05-27,3.94,149.88,9140.0,250.8,717.5,
2016-05-30,3.905,149.6,9200.0,253.8,702.0,
2016-05-31,3.91,145.5,8990.0,251.0,708.0,
2016-06-01,3.905,144.7,9029.0,252.8,716.0,
2016-06-02,3.945,144.0,8925.0,252.2,736.0,
2016-06-03,3.975,143.41,8859.0,249.9,727.0,
2016-06-06,3.995,146.4,8968.0,251.2,744.0,
2016-06-07,4.045,147.75,8974.0,251.2,759.5,
2016-06-08,4.035,146.95,8873.0,250.0,777.5,
2016-06-09,4.01,144.98,8699.0,250.0,758.0,
2016-06-10,3.98,142.44,8696.0,250.0,734.5,
2016-06-14,3.955,141.84,8670.0,248.9,738.0,
2016-06-15,3.955,141.57,8553.0,247.4,742.0,
2016-06-16,3.945,139.5,8498.0,244.2,749.0,
2016-06-17,3.95,139.32,8448.0,251.0,745.0,
2016-06-20,3.97,142.97,8300.0,250.0,767.0,
2016-06-21,3.955,143.54,8413.0,250.0,776.0,
2016-06-22,3.955,143.0,8349.0,247.2,786.5,
2016-06-23,3.965,144.2,8407.0,250.0,776.5,
2016-06-24,3.92,141.25,8380.0,250.0,809.5,
2016-06-27,3.95,138.52,8285.0,250.0,826.0,
2016-06-28,3.955,139.24,8480.0,250.0,827.5,
2016-06-29,3.985,140.0,8485.0,250.0,830.0,
2016-06-30,3.98,139.51,8540.0,250.0,823.0,
2016-07-01,3.995,140.05,8496.0,249.3,823.5,
2016-07-04,4.005,141.6,8861.0,249.8,843.0,
2016-07-05,3.975,140.95,8809.0,250.0,859.0,
2016-07-06,3.96,139.99,8772.0,248.9,828.5,
2016-07-07,3.985,140.37,8720.0,249.5,846.0,
2016-07-08,4.01,140.27,8672.0,243.7,840.5,
2016-07-11,3.995,141.4,8855.0,250.0,842.5,
2016-07-12,4.035,142.12,9025.0,251.0,841.5,
2016-07-13,4.015,143.6,9300.0,250.0,860.5,
2016-07-14,3.98,144.2,9297.0,250.0,876.5,
2016-07-15,3.97,147.37,9290.0,247.7,887.0,
2016-07-18,3.955,145.84,9308.0,247.0,879.0,
2016-07-19,3.92,139.48,9310.0,247.5,912.5,
2016-07-20,3.92,139.26,9297.0,249.5,902.5,
2016-07-21,3.95,140.1,9390.0,249.5,898.0,
2016-07-22,3.97,140.6,9400.0,249.5,908.0,
2016-07-25,3.985,140.7,9306.0,249.7,905.5,
2016-07-26,3.975,140.69,9339.0,250.5,905.0,
2016-07-27,3.975,139.5,9445.0,250.0,905.0,
2016-07-28,4.01,139.9,9535.0,250.0,900.5,
2016-07-29,3.98,137.3,9444.0,250.0,907.5,
2016-08-01,3.985,136.93,9637.0,250.0,900.0,
2016-08-02,3.94,134.5,9581.0,250.0,886.5,
2016-08-03,3.93,134.04,9660.0,250.0,889.5,
2016-08-04,3.94,136.7,9734.0,250.0,899.5,
2016-08-05,3.935,135.5,9778.0,250.1,889.0,
2016-08-08,3.95,137.47,9830.0,253.1,893.0,
2016-08-09,3.95,137.34,9850.0,250.0,892.5,
2016-08-10,3.915,137.4,9927.0,250.6,895.5,
2016-08-11,3.925,137.19,9989.0,250.6,905.0,
2016-08-12,3.925,137.83,9860.0,251.2,904.0,
2016-08-15,3.92,138.0,9967.0,258.3,898.0,
2016-08-16,3.91,137.99,9975.0,258.8,888.0,
2016-08-17,3.905,137.68,9770.0,259.4,880.5,
2016-08-18,3.965,138.4,9601.0,256.9,886.5,
2016-08-19,4.04,136.8,9788.0,256.9,918.5,
2016-08-22,4.15,137.8,9890.0,258.0,908.0,
2016-08-23,4.155,137.37,9879.0,265.0,905.0,
2016-08-24,4.125,137.0,9853.0,274.0,896.0,
2016-08-25,4.145,135.42,9760.0,272.0,904.5,
2016-08-26,4.16,136.2,9597.0,272.0,908.0,
2016-08-29,4.145,136.2,9640.0,273.6,880.0,
2016-08-30,4.155,135.59,9628.0,273.7,879.0,
2016-08-31,4.13,134.95,9571.0,271.8,878.0,
2016-09-01,4.16,134.99,9631.0,273.0,895.0,
2016-09-02,4.205,135.55,9717.0,279.0,901.5,
2016-09-05,4.25,136.05,9710.0,279.9,899.5,
2016-09-06,4.26,141.4,9926.0,279.0,896.0,
2016-09-07,4.26,143.08,9871.0,278.6,897.5,
2016-09-08,4.285,141.45,9780.0,283.6,896.0,
2016-09-09,4.26,138.54,9720.0,281.7,895.0,
2016-09-12,4.235,138.93,9690.0,280.0,891.0,
2016-09-13,4.195,138.45,9750.0,281.0,888.0,
2016-09-14,4.195,139.35,9546.0,279.1,890.5,
2016-09-15,4.175,137.6,9520.0,282.0,893.0,
2016-09-16,4.185,136.47,9470.0,281.2,890.0,
2016-09-19,4.195,136.59,9505.0,281.8,899.0,
2016-09-20,4.205,137.0,9562.0,282.4,894.5,
2016-09-21,4.195,136.25,9420.0,282.0,887.0,
2016-09-22,4.27,136.7,9715.0,286.0,884.0,
2016-09-23,4.24,136.7,9730.0,286.1,880.0,
2016-09-26,4.215,135.26,9667.0,285.1,883.5,
2016-09-27,4.22,133.92,9780.0,292.6,882.0,
2016-09-28,4.24,134.09,9952.0,290.3,883.5,
2016-09-29,4.295,135.31,9918.0,291.3,883.5,
2016-09-30,4.25,134.9,9812.0,292.0,891.0,
2016-10-03,4.3,135.37,9648.0,292.7,891.0,
2016-10-04,4.295,136.23,9639.0,293.1,896.0,
2016-10-05,4.25,134.8,9530.0,291.4,889.5,
2016-10-06,4.25,135.9,9475.0,291.4,884.5,
2016-10-07,4.26,136.1,9401.0,291.0,886.5,
2016-10-10,4.28,139.1,9406.0,291.0,895.5,
2016-10-11,4.305,138.98,9450.0,289.9,896.0,
2016-10-12,4.29,138.07,9432.0,288.0,898.5,
2016-10-13,4.24,137.47,9400.0,288.1,895.0,
2016-10-14,4.24,136.2,9390.0,290.1,898.0,
2016-10-17,4.21,135.57,9250.0,288.0,880.0,
2016-10-18,4.21,135.81,9364.0,286.5,884.0,
2016-10-19,4.17,135.49,9269.0,288.3,880.0,
2016-10-20,4.15,134.72,9200.0,283.1,898.0,
2016-10-21,4.155,134.96,9376.0,288.3,908.5,
2016-10-24,4.16,135.05,9250.0,286.0,900.5,
2016-10-25,4.185,135.3,9304.0,285.8,886.0,
2016-10-26,4.19,135.32,9307.0,285.0,888.5,
2016-10-27,4.215,135.04,9451.0,283.1,885.5,
2016-10-28,4.25,135.0,9345.0,281.9,885.0,
2016-10-31,4.275,138.84,9344.0,285.0,879.5,
2016-11-01,4.292,141.98,9310.0,288.2,906.5,
2016-11-02,4.24,140.81,9200.0,281.7,900.0,
2016-11-03,4.245,139.9,9157.0,280.0,894.0,
2016-11-07,4.25,138.5,9230.0,280.0,883.0,
2016-11-08,4.31,139.32,9400.0,278.2,883.5,
2016-11-09,4.365,145.62,9590.0,280.8,901.5,
2016-11-10,4.459,147.4,10046.0,280.6,905.0,
2016-11-11,4.453,147.88,10150.0,279.8,914.5,
2016-11-14,4.375,146.26,10380.0,277.6,895.0,
2016-11-15,4.35,145.9,10367.0,277.6,898.0,
2016-11-16,4.33,145.5,10270.0,277.0,892.5,
2016-11-17,4.281,147.7,10289.0,279.1,894.5,
2016-11-18,4.25,146.96,10144.0,278.5,883.5,
