,CBOM,GAZP,GMKN,PIKK,LSRG,DSKY
2018-03-23,4.821,142.0,10998.0,318.4,846.0,97.0
2018-03-26,4.799,138.27,10750.0,313.0,853.0,95.75
2018-03-27,4.815,140.8,10728.0,319.0,863.5,96.3
2018-03-28,4.81,140.47,10695.0,316.0,870.0,96.0
2018-03-29,4.829,142.8,10795.0,316.7,875.0,95.95
2018-03-30,4.849,142.33,10760.0,315.2,874.0,96.45
2018-04-02,4.816,140.32,10800.0,314.0,865.0,96.4
2018-04-03,4.79,141.13,10830.0,314.0,872.5,96.05
2018-04-04,4.76,140.18,10735.0,313.7,877.5,95.5
2018-04-05,4.805,140.5,10744.0,316.0,883.0,95.55
2018-04-06,4.803,141.5,10733.0,315.4,882.5,94.15
2018-04-09,4.663,135.01,9170.0,312.9,825.0,91.0
2018-04-10,4.645,141.8,9810.0,308.6,830.0,89.45
2018-04-11,4.73,145.27,9888.0,310.7,818.0,89.0
2018-04-12,4.729,145.99,10376.0,310.5,829.0,90.45
2018-04-13,4.761,142.58,10490.0,307.0,829.5,90.05
2018-04-16,4.71,141.5,9900.0,313.2,810.0,90.0
2018-04-17,4.775,142.4,10229.0,307.4,808.0,88.9
2018-04-18,4.82,144.75,10672.0,309.2,821.0,89.05
2018-04-19,4.785,143.4,10685.0,312.3,826.0,88.55
2018-04-20,4.775,144.4,10615.0,309.0,825.0,89.7
2018-04-23,4.765,143.99,10875.0,306.9,825.5,89.9
2018-04-24,4.701,144.14,10860.0,307.6,832.5,89.65
2018-04-25,4.662,142.7,10803.0,307.6,828.5,90.25
2018-04-26,4.623,145.48,10988.0,307.0,832.5,92.0
2018-04-27,4.622,144.5,10989.0,307.9,834.5,93.0
2018-04-28,4.68,144.3,10949.0,307.6,841.0,92.95
2018-04-30,4.62,145.93,10814.0,306.3,836.0,93.4
2018-05-02,4.535,144.94,11040.0,306.8,831.5,93.5
2018-05-03,4.605,142.7,10856.0,308.8,840.0,93.5
2018-05-04,4.649,143.73,10996.0,317.2,838.0,95.15
2018-05-07,4.73,144.05,11150.0,322.5,842.0,95.45
2018-05-08,4.794,145.48,11094.0,321.1,840.5,95.95
2018-05-10,4.753,146.38,10730.0,324.6,830.0,95.75
2018-05-11,4.788,150.7,10729.0,322.9,834.0,95.2
2018-05-14,4.845,150.98,10778.0,323.8,827.0,95.15
2018-05-15,4.86,149.2,10915.0,326.1,829.0,95.35
2018-05-16,4.815,148.59,10800.0,327.8,826.5,95.9
2018-05-17,4.845,147.15,10790.0,326.0,826.0,96.25
2018-05-18,4.91,145.65,10732.0,320.0,824.0,96.65
2018-05-21,4.868,146.76,10922.0,321.5,823.0,96.8
2018-05-22,4.813,146.5,10998.0,324.5,823.5,96.9
2018-05-23,4.719,146.06,10850.0,326.0,814.0,95.4
2018-05-24,4.69,145.27,10880.0,326.5,815.0,96.5
2018-05-25,4.68,145.09,11090.0,330.0,819.5,96.5
2018-05-28,4.68,145.09,11170.0,332.0,824.5,93.1
2018-05-29,4.696,143.9,11144.0,330.9,843.0,95.3
2018-05-30,4.749,143.26,11066.0,327.8,836.0,94.8
2018-05-31,4.842,145.0,11111.0,329.8,836.5,95.0
2018-06-01,4.741,144.0,11150.0,331.9,843.5,93.95
2018-06-04,4.71,146.44,11474.0,331.6,864.5,94.9
2018-06-05,4.715,146.0,11551.0,330.8,866.0,94.0
2018-06-06,4.676,146.9,11640.0,331.8,865.0,94.4
2018-06-07,4.7,146.05,11644.0,333.3,860.0,94.15
2018-06-08,4.733,143.05,11355.0,332.5,845.5,94.05
2018-06-09,4.775,144.08,11484.0,333.3,859.0,94.6
2018-06-11,4.719,142.28,11500.0,334.6,858.5,94.4
2018-06-13,4.81,141.0,11275.0,334.6,853.0,94.15
2018-06-14,4.85,139.4,11161.0,333.4,843.5,94.0
2018-06-15,4.98,137.73,11066.0,337.0,841.0,94.5
2018-06-18,4.9,136.52,11051.0,331.6,845.5,93.5
2018-06-19,4.908,135.5,11126.0,334.9,840.0,93.5
2018-06-20,4.92,136.91,11243.0,332.9,844.0,93.6
2018-06-21,4.875,134.4,11224.0,335.6,835.5,93.8
2018-06-22,4.852,136.76,11222.0,318.2,833.0,92.55
2018-06-25,4.865,137.1,11285.0,331.8,840.0,92.5
2018-06-26,4.892,138.07,11222.0,332.9,847.5,92.5
2018-06-27,4.897,139.0,11100.0,331.9,846.0,92.0
2018-06-28,4.905,138.76,11115.0,333.7,849.0,91.55
2018-06-29,4.927,141.01,11399.0,334.0,849.5,92.0
2018-07-02,4.895,144.0,11600.0,335.0,847.0,91.1
2018-07-03,4.82,142.49,11540.0,335.0,843.5,93.0
2018-07-04,4.83,142.24,11458.0,334.5,853.0,90.95
2018-07-05,4.825,145.55,11566.0,335.0,844.0,91.0
2018-07-06,4.781,144.96,11698.0,339.4,850.0,91.1
2018-07-09,4.72,148.0,11799.0,337.6,784.5,91.4
2018-07-10,4.724,147.3,11725.0,338.4,781.5,91.35
2018-07-11,4.721,144.77,11260.0,342.7,775.0,91.0
2018-07-12,4.7,145.08,11359.0,337.9,780.0,91.7
2018-07-13,4.73,146.87,11398.0,343.6,780.0,90.7
2018-07-16,4.744,147.0,10680.0,339.2,779.0,91.6
2018-07-17,4.73,145.31,10610.0,345.2,784.5,91.05
2018-07-18,4.745,138.29,10574.0,337.4,782.5,91.25
2018-07-19,4.744,137.58,10350.0,339.9,772.0,90.7
2018-07-20,4.8,136.47,10255.0,338.9,778.5,91.0
2018-07-23,4.81,138.37,10314.0,342.7,779.5,90.8
2018-07-24,4.825,138.85,10760.0,343.5,778.0,90.5
2018-07-25,4.8,138.21,10845.0,339.8,773.5,89.5
2018-07-26,4.855,138.18,10827.0,340.8,773.5,90.0
2018-07-27,4.89,137.99,10848.0,341.2,773.0,89.95
2018-07-30,4.911,138.9,10866.0,341.2,770.0,89.8
2018-07-31,4.944,143.79,10882.0,342.5,774.0,89.8
2018-08-01,4.962,142.14,10782.0,341.2,772.0,89.7
2018-08-02,4.969,140.36,10700.0,339.3,770.0,88.85
2018-08-03,4.982,142.39,10814.0,341.3,770.5,88.2
2018-08-06,5.02,141.34,10770.0,348.5,777.0,89.75
2018-08-07,4.94,142.74,10830.0,344.1,777.0,89.9
2018-08-08,4.9,144.1,10830.0,346.6,771.0,88.5
2018-08-09,4.956,145.2,10999.0,349.9,767.5,87.75
2018-08-10,4.91,144.8,10800.0,351.9,763.0,86.9
2018-08-13,4.95,142.9,11005.0,350.7,757.0,87.25
2018-08-14,4.955,141.24,10990.0,350.0,754.0,88.0
2018-08-15,4.976,141.5,11000.0,358.6,756.0,86.85
2018-08-16,4.965,140.88,10901.0,359.0,752.0,86.75
2018-08-17,4.978,141.01,10821.0,348.5,752.5,84.85
2018-08-20,4.944,141.51,10950.0,352.4,753.0,85.1
2018-08-21,5.019,143.3,10930.0,356.2,752.0,87.65
2018-08-22,5.02,144.16,11074.0,362.2,760.0,89.4
2018-08-23,4.99,141.5,10950.0,362.6,760.0,88.5
2018-08-24,5.048,143.6,11015.0,362.9,758.0,89.45
2018-08-27,5.052,144.52,11072.0,363.2,751.5,89.45
2018-08-28,5.027,145.6,11250.0,361.0,726.0,90.0
2018-08-29,5.005,147.88,11338.0,361.1,723.0,90.3
2018-08-30,4.981,145.98,11262.0,364.0,727.5,90.45
2018-08-31,5.0,149.95,11220.0,364.0,721.0,90.0
2018-09-03,4.996,148.73,11287.0,343.7,715.0,90.9
2018-09-04,5.022,147.4,11250.0,340.7,711.5,90.45
2018-09-05,5.0,147.06,11136.0,345.7,695.0,91.95
2018-09-06,4.976,147.06,11206.0,346.7,660.0,91.5
2018-09-07,4.974,148.8,11200.0,346.9,629.0,92.65
2018-09-10,4.994,150.75,11365.0,345.3,625.5,91.75
2018-09-11,4.995,152.36,11456.0,343.6,618.5,92.15
2018-09-12,4.984,155.05,11565.0,346.8,647.0,92.8
2018-09-13,4.934,153.5,11637.0,350.3,662.0,92.5
2018-09-14,4.957,152.15,11525.0,347.8,639.0,92.85
2018-09-17,4.951,155.46,11540.0,346.5,648.5,92.8
2018-09-18,4.95,157.08,11587.0,347.6,647.5,93.55
2018-09-19,5.001,157.39,11651.0,344.1,656.0,93.4
2018-09-20,5.0,154.35,11705.0,343.0,648.0,92.9
2018-09-21,5.095,158.64,12073.0,348.2,648.0,95.0
2018-09-24,5.087,159.0,11916.0,344.9,651.0,93.25
2018-09-25,5.045,160.84,11957.0,346.8,663.5,93.35
2018-09-26,5.026,159.27,11886.0,347.1,681.5,93.4
2018-09-27,5.016,161.8,11830.0,345.8,678.0,92.75
2018-09-28,5.049,162.61,11388.0,347.6,676.0,93.0
2018-10-01,5.047,161.89,11307.0,349.2,671.0,93.2
2018-10-02,5.039,162.59,11229.0,353.3,674.0,91.95
2018-10-03,5.052,169.47,11365.0,351.4,682.0,92.0
2018-10-04,5.09,168.5,11416.0,351.8,668.0,91.2
2018-10-05,5.022,170.5,11292.0,344.6,672.0,90.3
2018-10-08,5.002,171.81,11321.0,348.1,673.5,90.6
2018-10-09,5.04,172.11,11403.0,347.6,672.0,90.5
2018-10-10,5.079,166.2,11376.0,349.3,666.5,91.05
2018-10-11,5.02,161.92,11253.0,350.2,650.5,90.25
2018-10-12,5.045,167.0,11170.0,348.4,660.5,90.2
2018-10-15,5.026,164.0,11088.0,346.9,670.5,90.75
2018-10-16,5.027,165.99,11264.0,343.3,676.0,90.8
2018-10-17,5.08,164.56,11430.0,349.0,672.0,89.95
2018-10-18,5.043,160.18,11360.0,349.5,680.0,89.5
2018-10-19,4.99,161.32,11378.0,347.3,666.0,88.65
2018-10-22,4.991,155.7,11291.0,350.8,653.0,85.9
2018-10-23,4.945,153.61,11061.0,353.4,649.5,86.25
2018-10-24,5.017,154.7,11025.0,354.6,653.0,87.0
2018-10-25,4.998,155.65,10902.0,347.9,647.5,86.35
2018-10-26,4.95,152.5,10650.0,346.6,633.5,87.85
2018-10-29,4.965,152.52,10679.0,340.5,635.5,87.65
2018-10-30,4.941,151.3,10702.0,348.9,630.0,88.2
2018-10-31,5.028,155.47,11000.0,352.3,629.5,89.5
2018-11-01,5.02,153.5,11250.0,353.7,630.8,90.38
2018-11-02,5.061,153.71,11470.0,353.2,632.0,90.76
2018-11-06,5.112,156.0,11565.0,353.4,630.0,90.5
2018-11-07,5.11,157.85,11695.0,351.2,637.8,90.3
2018-11-08,5.112,157.51,11698.0,353.8,637.8,90.8
2018-11-09,5.057,153.19,11689.0,348.8,633.0,90.38
2018-11-12,5.078,150.89,11608.0,350.3,634.6,91.0
2018-11-13,5.059,148.83,11608.0,351.6,632.4,90.66
2018-11-14,5.08,151.85,11683.0,352.1,633.8,90.62
2018-11-15,5.061,154.14,11701.0,353.7,631.0,90.32
2018-11-16,5.052,153.16,11714.0,349.9,636.0,90.0
2018-11-19,5.052,154.1,11746.0,351.5,638.0,90.36
2018-11-20,5.005,151.51,11742.0,352.2,637.4,89.98
2018-11-21,5.043,152.4,11820.0,355.3,636.8,89.82
2018-11-22,5.041,153.91,11876.0,354.3,636.0,89.88
2018-11-23,5.027,151.79,11954.0,353.7,636.8,89.34
2018-11-26,4.965,149.53,11959.0,348.4,631.0,89.62
2018-11-27,4.991,153.8,12379.0,350.6,630.8,89.86
2018-11-28,5.025,165.58,12770.0,352.2,631.6,92.52
2018-11-29,5.043,164.99,12691.0,356.2,642.0,92.92
2018-11-30,5.195,161.29,12738.0,351.1,639.0,93.5
2018-12-03,5.15,165.4,12817.0,351.0,658.2,92.92
2018-12-04,5.122,164.2,12666.0,351.5,664.2,93.02
2018-12-05,5.09,164.57,12820.0,352.0,675.6,92.92
2018-12-06,5.045,160.62,12699.0,352.9,664.6,93.1
2018-12-07,5.075,163.0,12745.0,355.0,665.4,93.5
2018-12-10,5.111,161.0,12630.0,356.1,663.0,93.4
2018-12-11,5.14,158.6,12738.0,354.9,646.0,93.2
2018-12-12,5.082,155.79,12890.0,353.5,642.8,93.94
2018-12-13,5.099,156.49,13220.0,352.0,642.2,93.84
2018-12-14,5.098,155.4,13160.0,352.4,636.4,93.16
2018-12-17,5.138,153.53,13349.0,355.2,629.6,92.96
2018-12-18,5.12,151.89,13212.0,357.5,616.2,92.6
2018-12-19,5.0,152.98,13125.0,358.1,609.0,93.0
2018-12-20,5.11,152.27,13217.0,361.8,608.0,92.88
2018-12-21,5.12,151.12,13014.0,362.1,598.8,93.7
2018-12-24,5.117,149.73,12783.0,369.7,593.2,94.88
2018-12-25,5.1,147.01,12555.0,370.0,598.4,89.6
2018-12-26,5.16,148.41,12867.0,376.4,592.8,91.04
2018-12-27,5.173,150.68,12889.0,376.9,597.0,90.0
2018-12-28,5.166,153.0,13073.0,375.6,590.0,90.2
2018-12-29,5.17,153.5,13039.0,376.3,597.8,90.44
2019-01-03,5.17,156.28,12993.0,374.7,600.4,90.68
2019-01-04,5.173,159.15,13070.0,375.2,608.2,90.72
2019-01-08,5.174,158.26,13128.0,376.6,624.2,90.7
2019-01-09,5.152,160.24,13229.0,374.7,629.0,90.8
2019-01-10,5.163,160.2,13343.0,374.2,636.0,90.96
2019-01-11,5.182,161.0,13437.0,368.9,622.2,91.18
2019-01-14,5.159,160.48,13389.0,368.1,622.0,91.7
2019-01-15,5.16,158.15,13389.0,369.8,616.0,91.5
2019-01-16,5.154,156.9,13180.0,363.0,614.2,91.5
2019-01-17,5.145,157.1,13282.0,358.2,612.0,91.56
2019-01-18,5.17,159.2,13359.0,357.9,619.8,91.76
2019-01-21,5.203,158.3,13353.0,361.1,623.2,92.26
2019-01-22,5.175,158.5,13306.0,362.9,621.4,92.76
2019-01-23,5.238,159.9,13378.0,362.3,629.4,92.76
2019-01-24,5.228,160.9,13369.0,362.1,646.8,92.6
2019-01-25,5.25,162.82,13312.0,361.2,664.0,92.44
2019-01-28,5.259,160.56,13089.0,360.8,671.0,91.28
2019-01-29,5.28,162.95,13260.0,358.6,649.8,91.2
2019-01-30,5.28,165.4,13639.0,358.5,650.8,90.88
2019-01-31,5.375,162.82,13596.0,352.0,656.0,90.9
2019-02-01,5.373,163.33,13534.0,352.5,655.0,90.9
2019-02-04,5.435,163.2,13500.0,355.6,652.4,90.94
2019-02-05,5.488,164.25,13588.0,356.0,653.6,90.8
2019-02-06,5.518,163.21,13690.0,356.0,653.0,90.76
2019-02-07,5.471,160.39,13650.0,356.7,648.8,89.86
2019-02-08,5.495,159.8,13732.0,355.8,643.0,89.9
2019-02-11,5.517,161.29,13702.0,352.3,646.4,90.7
2019-02-12,5.524,163.68,13780.0,351.8,651.0,90.02
2019-02-13,5.494,159.27,13552.0,351.0,646.4,89.1
2019-02-14,5.445,155.15,13740.0,351.6,643.0,88.9
2019-02-15,5.458,159.04,13750.0,355.0,642.4,89.1
2019-02-18,5.422,156.43,13660.0,352.0,650.0,88.8
2019-02-19,5.412,154.03,13800.0,354.4,648.0,88.68
2019-02-20,5.45,154.43,14250.0,357.5,648.8,87.66
2019-02-21,5.44,153.5,14052.0,355.3,643.8,87.5
2019-02-22,5.461,154.64,14122.0,355.4,645.8,87.4
2019-02-25,5.45,154.6,14594.0,359.5,646.8,88.02
2019-02-26,5.435,155.36,14420.0,361.0,644.6,87.94
2019-02-27,5.44,156.4,14302.0,363.0,636.0,87.68
2019-02-28,5.515,158.99,14114.0,359.0,637.4,88.92
2019-03-01,5.5,156.71,14100.0,355.9,642.2,88.92
2019-03-04,5.501,154.4,13794.0,355.0,647.2,87.58
2019-03-05,5.465,153.2,13770.0,354.8,646.0,88.7
2019-03-06,5.518,154.2,14442.0,352.1,639.6,88.98
2019-03-07,5.854,151.9,14442.0,352.5,644.0,88.36
2019-03-11,5.9,151.6,14100.0,354.2,644.8,89.98
2019-03-12,5.94,151.64,14380.0,353.2,646.0,90.5
2019-03-13,5.943,153.3,13850.0,353.8,644.0,89.0
2019-03-14,5.965,152.68,13952.0,352.0,643.4,88.38
2019-03-15,5.93,154.56,14226.0,352.2,640.2,88.12
2019-03-18,5.96,155.84,14284.0,353.8,642.6,89.98
2019-03-19,5.952,155.5,14350.0,353.2,647.2,89.6
2019-03-20,5.932,156.09,14316.0,353.0,653.0,89.24
2019-03-21,5.93,155.33,14290.0,354.5,656.4,88.8
2019-03-22,5.933,152.29,14280.0,354.8,654.6,88.9
2019-03-25,5.949,152.29,14280.0,352.0,656.0,88.44
2019-03-26,5.97,151.12,14300.0,353.3,669.0,88.5
2019-03-27,5.953,149.49,13874.0,353.5,666.6,88.66
2019-03-28,5.96,149.98,13436.0,354.8,670.0,88.78
2019-03-29,5.967,149.61,13720.0,353.8,660.0,88.88
2019-04-01,5.97,154.53,13994.0,359.1,649.8,88.9
2019-04-02,5.98,155.0,14160.0,368.0,635.0,89.0
2019-04-03,5.968,156.99,14186.0,378.4,618.4,88.8
2019-04-04,5.964,158.89,14288.0,366.6,624.8,88.8
2019-04-05,5.976,158.6,14332.0,360.1,633.6,88.84
2019-04-08,5.98,160.5,14348.0,359.9,632.4,88.3
2019-04-09,5.989,162.7,14400.0,358.6,631.0,87.7
2019-04-10,5.997,162.88,14440.0,357.0,635.8,87.86
2019-04-11,5.94,158.04,14230.0,356.1,636.2,87.7
2019-04-12,5.96,159.12,14418.0,355.2,636.0,87.9
2019-04-15,5.954,158.33,14392.0,355.8,636.6,88.3
2019-04-16,5.937,162.24,14558.0,356.7,645.8,88.88
2019-04-17,5.998,164.0,14600.0,358.0,656.0,89.02
2019-04-18,5.96,161.79,14510.0,360.8,658.0,88.1
2019-04-19,5.975,162.57,14510.0,364.2,669.2,89.1
2019-04-22,5.959,163.5,14528.0,368.2,670.2,89.38
2019-04-23,5.968,162.42,14430.0,371.0,657.4,89.36
2019-04-24,5.946,160.57,14316.0,365.5,655.0,89.06
2019-04-25,5.929,159.31,14470.0,367.0,652.2,88.76
2019-04-26,5.935,161.0,14720.0,365.9,652.6,88.4
2019-04-29,5.938,163.93,14490.0,367.1,660.0,88.14
2019-04-30,5.93,163.95,14342.0,365.5,666.0,88.44
2019-05-02,5.93,165.71,14280.0,370.0,666.0,88.24
2019-05-03,5.988,166.31,14238.0,374.2,667.0,88.34
2019-05-06,5.988,165.45,14400.0,373.8,666.6,88.88
2019-05-07,5.976,164.21,14152.0,373.0,661.8,89.72
2019-05-08,5.97,163.57,14108.0,377.0,654.2,88.92
2019-05-10,5.935,163.61,13922.0,378.4,651.0,88.86
2019-05-13,5.943,163.0,13970.0,380.4,643.2,89.12
2019-05-14,5.972,189.67,13954.0,384.1,650.0,88.88
2019-05-15,5.981,195.61,13800.0,384.6,653.4,89.42
2019-05-16,5.954,202.7,13560.0,386.2,685.0,89.88
2019-05-17,5.951,198.89,13590.0,384.4,688.8,89.8
2019-05-20,5.95,200.8,13358.0,382.7,682.2,89.86
2019-05-21,5.96,207.8,13548.0,380.4,683.2,89.96
2019-05-22,5.971,208.1,13782.0,384.0,683.2,89.68
2019-05-23,5.947,208.86,13520.0,381.5,675.4,89.8
2019-05-24,5.974,204.5,13602.0,386.2,681.6,85.58
2019-05-27,5.982,206.2,13710.0,387.4,680.8,85.2
2019-05-28,6.145,203.13,13640.0,387.6,682.2,85.74
2019-05-29,5.995,207.14,13708.0,389.6,684.0,85.32
2019-05-30,5.98,213.1,13700.0,389.9,689.0,85.3
2019-05-31,5.96,215.1,13718.0,368.4,693.2,84.7
2019-06-03,5.97,235.51,13770.0,366.2,685.0,84.66
2019-06-04,5.975,230.16,13796.0,370.8,690.6,85.5
2019-06-05,5.975,230.01,13772.0,367.1,698.0,85.2
2019-06-06,5.988,231.45,13850.0,371.0,704.2,85.7
2019-06-07,5.98,230.5,13802.0,370.6,715.2,85.48
2019-06-10,5.973,232.1,13852.0,368.9,715.0,85.26
2019-06-11,5.976,234.86,14304.0,368.9,728.8,85.32
2019-06-13,5.961,234.44,14676.0,369.9,739.2,85.2
2019-06-14,5.957,231.51,14602.0,369.6,740.2,84.96
2019-06-17,5.954,229.81,14506.0,370.0,747.0,84.74
2019-06-18,5.965,232.13,14750.0,369.8,745.2,84.76
2019-06-19,5.967,232.46,14868.0,370.3,747.0,86.06
2019-06-20,5.978,232.52,14224.0,370.6,745.2,86.38
2019-06-21,5.975,229.09,14180.0,368.7,752.0,87.0
2019-06-24,5.973,232.38,14272.0,370.4,771.6,86.62
2019-06-25,5.951,232.09,14060.0,372.8,776.4,85.98
2019-06-26,5.963,233.1,14148.0,373.6,804.4,85.8
2019-06-27,5.973,232.6,14168.0,373.6,787.2,85.8
2019-06-28,5.965,232.83,14308.0,374.9,782.2,85.8
2019-07-01,6.109,245.5,14236.0,374.1,795.0,85.44
2019-07-02,5.971,246.65,14420.0,374.1,794.0,85.64
2019-07-03,5.99,251.6,14432.0,371.8,790.4,85.9
2019-07-04,5.955,255.35,14280.0,371.6,784.8,86.72
2019-07-05,5.986,250.89,14450.0,378.0,785.0,86.72
2019-07-08,5.968,248.51,14366.0,374.3,790.0,87.02
2019-07-09,5.965,250.17,14292.0,375.8,746.4,86.8
