,CBOM,GAZP,GMKN,PIKK,LSRG,DSKY
2019-07-10,5.96,250.21,14270.0,375.4,759.2,87.86
2019-07-11,5.942,247.2,14146.0,376.9,755.0,87.54
2019-07-12,5.945,245.5,14194.0,375.6,750.4,87.8
2019-07-15,5.952,240.3,14266.0,379.0,753.8,87.9
2019-07-16,5.95,238.01,14440.0,380.9,753.2,88.96
2019-07-17,5.947,220.19,14480.0,383.9,751.2,89.32
2019-07-18,5.95,218.3,14770.0,383.7,761.0,90.74
2019-07-19,5.95,216.0,14902.0,379.6,769.0,90.8
2019-07-22,5.961,217.12,14652.0,379.3,765.6,90.52
2019-07-23,5.96,217.39,14668.0,382.2,767.0,90.5
2019-07-24,5.965,212.0,14648.0,383.2,763.0,89.8
2019-07-25,5.97,219.0,14590.0,387.0,760.2,89.48
2019-07-26,5.965,234.23,14392.0,387.2,752.0,89.5
2019-07-29,5.966,236.73,14416.0,396.7,750.2,89.7
2019-07-30,5.96,237.1,14510.0,396.2,763.0,88.56
2019-07-31,5.962,236.9,14646.0,395.0,778.8,89.68
2019-08-01,5.966,234.28,14448.0,393.6,775.0,90.0
2019-08-02,5.951,227.91,14320.0,393.9,764.4,88.84
2019-08-05,5.943,223.61,14192.0,404.0,747.4,89.02
2019-08-06,5.96,226.76,14482.0,397.2,747.0,89.26
2019-08-07,5.95,227.67,14700.0,388.4,752.0,89.74
2019-08-08,5.964,231.21,15084.0,384.2,763.2,89.78
2019-08-09,5.96,229.96,14800.0,381.8,750.2,90.24
2019-08-12,5.968,230.24,15024.0,382.1,742.4,89.76
2019-08-13,5.96,229.87,14858.0,378.1,736.2,89.08
2019-08-14,5.954,227.1,14804.0,379.2,713.8,88.7
2019-08-15,5.947,227.15,14924.0,377.7,715.0,87.0
2019-08-16,5.942,224.71,14652.0,376.1,715.0,87.4
2019-08-19,5.941,226.8,14758.0,382.4,712.2,87.14
2019-08-20,5.885,231.54,15150.0,381.4,706.0,87.4
2019-08-21,5.899,231.22,15120.0,384.6,717.2,87.88
2019-08-22,5.863,232.06,15460.0,382.7,718.0,89.3
2019-08-23,5.855,229.35,15382.0,384.3,710.4,88.7
2019-08-26,5.863,228.9,15340.0,381.7,714.4,89.5
2019-08-27,5.87,227.0,15386.0,380.0,718.4,89.76
2019-08-28,5.886,228.48,15430.0,384.4,731.2,90.02
2019-08-29,5.93,233.2,15558.0,385.4,755.0,90.7
2019-08-30,5.958,232.15,16088.0,387.3,763.4,90.2
2019-09-02,5.977,233.67,16500.0,387.9,753.4,90.5
2019-09-03,5.947,231.02,16340.0,385.1,739.4,89.6
2019-09-04,5.959,233.71,16500.0,385.7,759.0,90.4
2019-09-05,5.966,236.18,16390.0,384.8,755.4,90.48
2019-09-06,5.945,234.49,16198.0,386.0,753.0,90.5
2019-09-09,5.943,234.85,15940.0,387.0,746.8,90.34
2019-09-10,5.94,233.0,15944.0,388.1,745.2,90.4
2019-09-11,5.949,235.07,16004.0,388.3,753.8,90.1
2019-09-12,5.93,232.88,15950.0,389.2,751.0,90.48
2019-09-13,5.91,232.5,15650.0,390.9,754.0,90.88
2019-09-16,5.919,234.88,15846.0,391.2,749.4,90.2
2019-09-17,5.917,233.58,15830.0,392.1,752.0,90.26
2019-09-18,5.921,233.46,16100.0,390.4,753.2,90.28
2019-09-19,5.905,230.52,15954.0,390.0,761.8,90.0
2019-09-20,5.951,230.41,16128.0,402.0,745.4,90.2
2019-09-23,5.901,230.36,16308.0,390.9,739.4,90.3
2019-09-24,5.89,227.7,16096.0,387.9,733.6,89.72
2019-09-25,5.776,228.43,16272.0,387.0,727.6,89.94
2019-09-26,5.783,231.97,16388.0,397.0,730.6,90.02
2019-09-27,5.776,229.01,16468.0,399.8,731.0,89.68
2019-09-30,5.778,225.9,16686.0,400.5,722.0,88.92
2019-10-01,5.777,226.49,16720.0,395.7,720.2,89.38
2019-10-02,5.761,223.6,16670.0,388.1,716.2,89.64
2019-10-03,5.752,223.1,16602.0,388.2,714.0,89.6
2019-10-04,5.741,221.66,15894.0,399.5,706.8,89.6
2019-10-07,5.754,226.36,16048.0,385.9,712.0,89.66
2019-10-08,5.756,223.2,16030.0,395.0,709.0,90.26
2019-10-09,5.763,223.18,16104.0,385.0,712.6,90.16
2019-10-10,5.773,224.5,16140.0,342.0,713.4,90.08
2019-10-11,5.758,227.37,16078.0,338.5,714.6,89.8
2019-10-14,5.745,226.0,15940.0,337.0,712.0,90.52
2019-10-15,5.764,226.0,16022.0,336.0,712.4,91.22
2019-10-16,5.785,227.7,16156.0,334.1,713.0,93.96
2019-10-17,5.777,228.0,16170.0,338.1,707.6,94.3
2019-10-18,5.78,228.0,16250.0,338.8,704.4,93.94
2019-10-21,5.789,228.54,16306.0,335.3,711.0,94.26
2019-10-22,5.823,235.36,16462.0,336.0,715.4,95.0
2019-10-23,5.8,236.2,16544.0,337.4,712.0,96.0
2019-10-24,5.755,243.94,17130.0,335.0,718.0,95.98
2019-10-25,5.87,246.71,17200.0,336.0,715.0,95.24
2019-10-28,5.778,244.4,17714.0,335.2,713.4,95.86
2019-10-29,5.74,253.1,17948.0,334.0,714.6,97.2
2019-10-30,5.76,261.6,18192.0,340.1,714.0,96.96
2019-10-31,5.772,260.0,17888.0,348.0,709.8,95.9
2019-11-01,5.797,263.79,18186.0,354.7,713.4,96.96
2019-11-05,5.565,263.0,18140.0,346.0,726.0,97.1
2019-11-06,5.45,266.98,18304.0,344.4,732.0,97.76
2019-11-07,5.611,270.74,18706.0,344.7,742.6,98.26
2019-11-08,5.614,266.0,18520.0,343.1,748.6,99.28
2019-11-11,5.62,260.4,18112.0,346.2,756.2,99.38
2019-11-12,5.62,257.25,17642.0,351.0,770.0,99.74
2019-11-13,5.514,251.8,17422.0,356.2,772.6,98.5
2019-11-14,5.604,248.34,17426.0,354.2,769.4,96.3
2019-11-15,5.69,248.01,17680.0,364.5,770.2,96.56
2019-11-18,5.671,246.15,17358.0,364.0,770.0,93.46
2019-11-19,5.723,248.01,17592.0,363.6,764.0,95.6
2019-11-20,5.677,248.0,17646.0,364.9,767.0,95.2
2019-11-21,5.687,254.35,17658.0,362.1,762.6,93.0
2019-11-22,5.678,251.99,17476.0,367.6,763.0,93.6
2019-11-25,5.698,255.2,17344.0,374.7,764.8,94.36
2019-11-26,5.83,254.0,17240.0,380.0,757.2,94.26
2019-11-27,5.91,253.89,17212.0,383.0,762.0,93.6
2019-11-28,5.918,254.0,17172.0,382.0,759.8,93.72
2019-11-29,5.939,257.54,17046.0,385.7,760.0,94.62
2019-12-02,5.918,254.05,17094.0,387.0,754.2,94.82
2019-12-03,5.87,247.93,17304.0,384.6,748.2,95.0
2019-12-04,5.903,248.93,17246.0,385.5,743.8,95.3
2019-12-05,5.881,246.36,17622.0,386.3,743.6,95.7
2019-12-06,5.93,247.83,18048.0,389.0,748.4,97.56
2019-12-09,5.997,248.7,18420.0,385.3,750.0,98.0
2019-12-10,5.955,246.9,18478.0,389.5,749.2,97.48
2019-12-11,5.972,247.34,18678.0,392.6,750.0,97.96
2019-12-12,5.99,250.48,18928.0,392.6,749.8,98.5
2019-12-13,5.996,249.5,19474.0,396.4,750.0,98.74
2019-12-16,5.99,250.78,19722.0,396.0,751.4,94.5
2019-12-17,5.996,252.05,19504.0,393.3,759.4,96.9
2019-12-18,5.941,251.29,19626.0,393.9,766.0,99.28
2019-12-19,5.905,251.4,19796.0,395.5,774.4,99.5
2019-12-20,5.874,255.5,19776.0,390.8,775.0,98.2
2019-12-23,5.904,255.0,19676.0,394.6,773.0,97.68
2019-12-24,5.871,254.87,19630.0,395.0,770.6,99.0
2019-12-25,5.859,253.25,19890.0,394.4,765.0,98.92
2019-12-26,5.862,254.1,19220.0,398.1,764.0,99.1
2019-12-27,5.888,257.11,19292.0,400.8,764.0,100.0
2019-12-30,5.879,256.4,19102.0,400.4,764.0,100.0
2020-01-03,5.917,259.0,19448.0,407.0,781.0,101.5
2020-01-06,5.886,256.55,19588.0,405.0,797.0,102.36
2020-01-08,5.907,255.79,19850.0,407.0,788.2,102.5
2020-01-09,5.918,254.07,19838.0,406.6,797.6,103.92
2020-01-10,5.901,251.9,19878.0,407.5,795.0,105.56
2020-01-13,5.88,251.5,20362.0,405.8,811.0,107.4
2020-01-14,5.849,250.0,20000.0,409.0,824.8,107.06
2020-01-15,5.81,251.3,20396.0,406.6,812.2,105.24
2020-01-16,5.887,254.26,20900.0,408.1,848.4,109.1
2020-01-17,5.969,255.39,21524.0,408.9,866.8,117.2
2020-01-20,6.018,253.5,21850.0,406.8,893.6,115.2
2020-01-21,5.973,252.99,21450.0,412.9,891.6,115.8
2020-01-22,5.915,248.1,21310.0,409.2,890.0,117.6
2020-01-23,5.844,239.3,21146.0,409.0,909.4,117.32
2020-01-24,5.848,237.95,21188.0,405.8,907.0,116.72
2020-01-27,5.794,230.96,21100.0,411.8,888.0,116.0
2020-01-28,5.828,235.0,21282.0,427.0,895.0,116.0
2020-01-29,5.846,232.0,21230.0,428.2,900.0,118.3
2020-01-30,5.8,231.53,20880.0,434.8,910.0,116.02
2020-01-31,5.778,226.7,20800.0,435.6,905.0,115.04
2020-02-03,5.761,227.64,20410.0,431.0,899.2,116.0
2020-02-04,5.822,230.5,20898.0,436.6,904.2,116.4
2020-02-05,5.886,232.56,21316.0,438.9,915.0,116.0
2020-02-06,5.86,231.38,21240.0,438.7,916.8,115.66
2020-02-07,5.818,229.11,21200.0,434.2,920.8,114.0
2020-02-10,5.722,225.2,21442.0,436.4,909.0,115.5
2020-02-11,5.805,233.9,21910.0,438.0,912.0,115.64
2020-02-12,5.831,238.03,21966.0,441.0,912.8,116.9
2020-02-13,5.799,233.55,21510.0,436.0,906.2,116.56
2020-02-14,5.8,232.5,21530.0,429.0,904.0,118.0
2020-02-17,5.834,233.75,21790.0,435.0,904.8,118.54
2020-02-18,5.81,230.5,21818.0,436.3,899.0,118.48
2020-02-19,5.895,231.9,22520.0,435.0,902.6,118.82
2020-02-20,5.922,234.6,22342.0,433.2,912.0,119.14
2020-02-21,5.91,232.0,22220.0,435.7,923.2,119.0
2020-02-25,5.733,224.68,21554.0,421.0,902.0,117.92
2020-02-26,5.747,224.76,21826.0,416.0,879.0,115.8
2020-02-27,5.635,217.5,21238.0,409.2,854.6,112.44
2020-02-28,5.65,202.65,20250.0,390.9,827.0,111.8
2020-03-02,5.631,198.78,20160.0,398.4,845.0,112.5
2020-03-03,5.734,201.48,20714.0,410.7,865.0,112.6
2020-03-04,5.758,200.0,20756.0,401.5,849.0,109.16
2020-03-05,5.712,198.0,20780.0,402.0,852.0,111.54
2020-03-06,5.576,188.27,21762.0,384.2,829.2,105.28
2020-03-10,5.39,171.0,21230.0,386.3,767.2,102.58
2020-03-11,5.361,172.03,20238.0,384.6,752.0,100.14
2020-03-12,5.135,163.73,18500.0,369.7,676.4,91.98
2020-03-13,5.233,166.1,18038.0,380.6,670.0,95.48
2020-03-16,5.132,168.07,17090.0,368.5,600.0,84.4
2020-03-17,5.072,167.0,17180.0,370.9,540.4,78.0
2020-03-18,4.922,166.34,15500.0,360.0,510.0,74.72
2020-03-19,5.203,174.56,16252.0,375.0,530.0,85.6
2020-03-20,5.43,176.26,16358.0,384.4,521.6,89.0
2020-03-23,5.267,168.35,16240.0,375.0,518.0,84.5
2020-03-24,5.5,177.95,19028.0,391.5,584.0,87.7
2020-03-25,5.425,180.2,19930.0,402.5,577.0,91.08
2020-03-26,5.421,181.5,20100.0,409.7,558.0,89.0
2020-03-27,5.266,174.5,19306.0,406.0,550.0,88.5
2020-03-30,5.336,176.44,19462.0,401.0,558.8,89.64
2020-03-31,5.495,181.41,19518.0,410.0,587.0,91.02
2020-04-01,5.402,180.06,18952.0,408.5,589.8,90.12
2020-04-02,5.465,187.04,18998.0,414.2,589.4,90.62
2020-04-03,5.433,189.77,19032.0,411.6,591.8,94.42
2020-04-06,5.551,191.1,19590.0,403.2,613.0,97.8
2020-04-07,5.633,191.22,19780.0,397.7,608.0,98.12
2020-04-08,5.63,194.11,20164.0,402.9,610.0,100.0
2020-04-09,5.689,193.86,21138.0,398.7,612.0,101.46
2020-04-10,5.639,192.0,20650.0,398.0,609.6,100.36
2020-04-13,5.535,188.07,20100.0,391.0,599.0,98.1
2020-04-14,5.525,190.11,20702.0,395.0,598.2,100.5
2020-04-15,5.289,184.25,19646.0,385.0,565.2,95.46
2020-04-16,5.315,184.3,19520.0,391.7,568.2,93.0
2020-04-17,5.335,184.68,19718.0,389.6,574.8,91.3
2020-04-20,5.313,185.51,20036.0,393.8,575.0,90.02
2020-04-21,5.206,181.92,19240.0,383.4,563.8,88.0
2020-04-22,5.273,188.36,19614.0,390.9,569.0,87.12
2020-04-23,5.31,188.73,20216.0,391.0,578.2,88.1
2020-04-24,5.235,185.71,20150.0,391.0,574.0,86.82
2020-04-27,5.273,186.29,20034.0,391.1,580.0,87.04
2020-04-28,5.302,188.5,20054.0,395.6,593.8,88.98
2020-04-29,5.355,193.87,20596.0,392.6,602.0,91.24
2020-04-30,5.45,190.0,20478.0,391.5,604.0,87.8
2020-05-04,5.397,185.7,20126.0,392.4,607.6,86.5
2020-05-05,5.412,190.0,20034.0,390.6,613.6,87.22
2020-05-06,5.373,187.05,19940.0,386.4,617.2,86.6
2020-05-07,5.387,185.85,20224.0,382.9,624.8,86.2
2020-05-08,5.391,185.34,20144.0,379.9,598.6,86.04
2020-05-12,5.404,186.17,21016.0,378.3,580.0,86.1
2020-05-13,5.33,184.2,20762.0,373.5,579.4,85.9
2020-05-14,5.278,183.91,20104.0,368.0,565.8,83.7
2020-05-15,5.288,183.85,20206.0,364.1,583.2,84.2
2020-05-18,5.395,192.5,21474.0,368.5,602.0,86.54
2020-05-19,5.401,194.2,21920.0,375.5,593.0,86.94
2020-05-20,5.477,196.74,22952.0,369.4,593.0,95.1
2020-05-21,5.349,194.74,22536.0,369.4,586.6,94.88
2020-05-22,5.342,194.35,22002.0,368.3,580.4,96.12
2020-05-25,5.363,197.55,22394.0,369.4,588.2,95.96
2020-05-26,5.345,196.86,22118.0,370.1,591.0,97.8
2020-05-27,5.296,194.73,22110.0,372.2,589.2,96.0
2020-05-28,5.348,196.86,22544.0,381.0,593.8,97.98
2020-05-29,5.415,199.95,22110.0,383.9,584.8,99.02
2020-06-01,5.424,198.72,22026.0,377.0,590.6,99.04
2020-06-02,5.47,201.97,22220.0,378.8,606.2,98.06
2020-06-03,5.507,208.0,21824.0,383.5,644.8,100.04
2020-06-04,5.474,201.46,20000.0,387.0,635.0,101.2
2020-06-05,5.491,203.05,20400.0,389.8,647.8,100.94
2020-06-08,5.484,204.91,20502.0,398.2,666.0,98.0
2020-06-09,5.505,204.84,20248.0,395.1,654.0,98.5
2020-06-10,5.51,201.75,20240.0,396.3,676.6,98.52
2020-06-11,5.442,196.74,19482.0,395.7,668.0,97.9
2020-06-15,5.371,194.2,19058.0,400.6,651.8,98.1
2020-06-16,5.412,196.59,19472.0,409.9,675.8,96.8
2020-06-17,5.475,195.86,19256.0,414.4,660.0,97.4
2020-06-18,5.5,193.0,18926.0,412.1,660.0,99.24
2020-06-19,5.505,195.81,19004.0,416.5,703.0,103.48
2020-06-22,5.567,194.3,19122.0,419.9,690.8,102.6
2020-06-23,5.599,194.83,19636.0,425.1,713.0,101.84
2020-06-25,5.536,192.25,19850.0,422.0,704.8,101.1
2020-06-26,5.542,193.0,19678.0,424.8,709.0,101.3
2020-06-29,5.581,197.94,19196.0,427.5,713.0,100.54
2020-06-30,5.579,194.31,18784.0,425.0,700.8,100.6
2020-07-02,5.629,195.28,18754.0,427.9,729.6,102.1
2020-07-03,5.642,197.2,19000.0,425.2,729.2,103.5
2020-07-06,5.702,199.99,18260.0,428.7,732.4,106.78
2020-07-07,5.658,197.96,18574.0,424.2,728.0,106.1
2020-07-08,5.62,201.17,18970.0,420.1,730.4,106.3
2020-07-09,5.6,199.44,18596.0,416.2,717.0,105.3
2020-07-10,5.608,200.94,18550.0,409.8,720.8,106.8
2020-07-13,5.651,195.7,17946.0,400.0,712.0,108.86
2020-07-14,5.582,193.6,17826.0,424.0,707.8,106.8
2020-07-15,5.627,182.26,17978.0,425.8,708.6,108.54
2020-07-16,5.642,183.32,18112.0,428.3,721.2,110.2
2020-07-17,5.675,184.65,18350.0,431.0,715.0,112.54
2020-07-20,5.693,188.36,18394.0,434.0,724.2,112.76
2020-07-21,5.74,186.78,18380.0,454.5,737.8,115.28
2020-07-22,5.765,187.15,18234.0,456.0,739.0,116.4
2020-07-23,5.775,184.69,18724.0,447.9,731.0,116.78
2020-07-24,5.79,185.45,19060.0,454.7,732.2,115.1
2020-07-27,5.824,185.03,19790.0,463.6,735.0,115.04
2020-07-28,5.899,184.3,19618.0,480.5,741.0,115.4
2020-07-29,5.921,184.69,19808.0,498.6,741.6,115.4
2020-07-30,5.876,182.52,19620.0,489.5,735.0,115.62
2020-07-31,5.944,182.59,19650.0,486.9,734.0,116.9
2020-08-03,5.97,183.6,20018.0,506.0,748.8,118.12
2020-08-04,5.991,183.31,20398.0,502.9,775.6,119.4
2020-08-05,5.937,189.15,20886.0,497.8,770.8,121.58
2020-08-06,5.93,189.07,20842.0,497.6,770.4,121.44
2020-08-07,5.905,187.23,20438.0,498.6,771.2,120.12
2020-08-10,5.89,187.7,20612.0,493.5,769.4,119.18
2020-08-11,5.93,189.7,20426.0,488.2,777.0,120.0
2020-08-12,5.973,192.8,20770.0,500.2,792.0,120.96
2020-08-13,5.962,193.76,20930.0,495.1,787.0,121.58
2020-08-14,5.929,192.83,20786.0,497.7,793.0,121.48
2020-08-17,5.92,190.47,20710.0,498.5,785.6,120.3
2020-08-18,5.955,190.3,20798.0,491.8,783.6,119.96
2020-08-19,5.958,189.26,20500.0,493.0,775.0,120.32
2020-08-20,5.884,186.95,19988.0,494.5,767.0,119.44
2020-08-21,5.888,184.51,19942.0,495.9,771.8,120.36
2020-08-24,5.912,187.1,20000.0,495.2,772.4,123.5
2020-08-25,5.887,186.25,19830.0,496.5,776.8,122.0
2020-08-26,5.91,187.48,19976.0,499.0,773.0,123.1
2020-08-27,5.913,184.58,19670.0,496.0,774.2,125.12
2020-08-28,5.882,182.9,19364.0,497.6,780.0,120.5
2020-08-31,5.862,181.01,19394.0,506.2,780.4,116.76
2020-09-01,5.908,184.22,19930.0,525.2,789.0,113.8
2020-09-02,5.872,181.95,19916.0,536.0,790.0,112.8
2020-09-03,5.826,179.13,19838.0,527.2,785.8,110.94
2020-09-04,5.824,179.55,19924.0,534.0,798.6,110.46
2020-09-07,5.84,177.04,20006.0,558.0,821.8,111.36
2020-09-08,5.819,172.95,19890.0,553.2,817.0,110.6
2020-09-09,5.803,173.69,19708.0,566.9,807.6,112.0
2020-09-10,5.742,173.8,19528.0,564.1,803.2,111.5
2020-09-11,5.831,178.05,19354.0,564.8,811.8,111.98
2020-09-14,5.849,178.19,19492.0,564.1,821.2,112.16
2020-09-15,5.872,182.22,19634.0,570.0,844.0,112.5
2020-09-16,5.83,183.26,19270.0,569.0,857.2,114.48
2020-09-17,5.9,183.9,19370.0,562.2,847.0,114.86
2020-09-18,5.832,181.52,19300.0,559.1,871.0,114.1
2020-09-21,5.663,177.17,18694.0,549.4,872.0,112.94
2020-09-22,5.69,179.0,18758.0,550.8,867.4,113.94
2020-09-23,5.725,177.0,18860.0,559.6,862.0,113.86
2020-09-24,5.736,174.23,18780.0,557.7,872.2,114.82
2020-09-25,5.716,173.77,18888.0,559.0,862.6,116.8
2020-09-28,5.808,172.74,18826.0,564.2,870.0,117.18
2020-09-29,5.845,171.44,18800.0,569.4,882.8,115.8
2020-09-30,5.853,169.97,18762.0,568.2,856.2,117.06
2020-10-01,5.814,168.4,18726.0,570.3,860.4,118.6
2020-10-02,5.743,169.47,18840.0,567.2,872.2,119.48
2020-10-05,5.763,170.64,19282.0,570.4,875.2,119.34
2020-10-06,5.777,171.35,18782.0,570.9,875.2,118.2
2020-10-07,5.681,168.23,18654.0,572.1,876.2,118.1
2020-10-08,5.685,167.43,18924.0,568.9,873.4,119.3
2020-10-09,5.664,166.97,19450.0,567.9,851.0,117.02
2020-10-12,5.671,169.05,19534.0,567.2,869.6,118.26
2020-10-13,5.641,166.37,19604.0,578.0,862.0,118.9
2020-10-14,5.626,167.24,19792.0,586.2,874.8,119.18
2020-10-15,5.555,167.16,19680.0,583.6,875.4,118.9
2020-10-16,5.529,163.98,19682.0,598.3,872.2,115.76
2020-10-19,5.533,163.6,19858.0,600.0,872.0,114.14
2020-10-20,5.561,166.53,20192.0,604.7,918.0,115.94
2020-10-21,5.537,164.37,19828.0,600.0,909.6,114.88
2020-10-22,5.555,165.27,19672.0,600.8,953.8,115.0
2020-10-23,5.609,164.96,19838.0,596.0,956.8,115.5
